,eurogrid_0250_1,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,eurogrid_0250_2,krs_razem,krs_spolki,ceidg_razem,ceidg_aktywne,ceidg_nieaktywne,ceidg_aktywne_pkd_a,ceidg_aktywne_pkd_b,ceidg_aktywne_pkd_c,ceidg_aktywne_pkd_d,ceidg_aktywne_pkd_e,ceidg_aktywne_pkd_f,ceidg_aktywne_pkd_g,ceidg_aktywne_pkd_h,ceidg_aktywne_pkd_i,ceidg_aktywne_pkd_j,ceidg_aktywne_pkd_k,ceidg_aktywne_pkd_l,ceidg_aktywne_pkd_m,ceidg_aktywne_pkd_n,ceidg_aktywne_pkd_o,ceidg_aktywne_pkd_p,ceidg_aktywne_pkd_q,ceidg_aktywne_pkd_r,ceidg_aktywne_pkd_s,ceidg_aktywne_pkd_t,ceidg_aktywne_pkd_u,ceidg_aktywne_rok_zal_2016,ceidg_aktywne_rok_zal_2015,ceidg_aktywne_rok_zal_2014,ceidg_aktywne_rok_zal_2013,ceidg_aktywne_rok_zal_2012,ceidg_aktywne_rok_zal_2011,ceidg_aktywne_rok_zal_2010,ceidg_aktywne_rok_zal_2009,ceidg_aktywne_rok_zal_2008,ceidg_aktywne_rok_zal_2007,ceidg_aktywne_rok_zal_2006,ceidg_aktywne_rok_zal_2005,ceidg_aktywne_rok_zal_2004,ceidg_aktywne_rok_zal_2003,ceidg_aktywne_rok_zal_2002,ceidg_aktywne_rok_zal_2001,ceidg_aktywne_rok_zal_2000,ceidg_aktywne_rok_zal_1999,eurogrid_0250_3,dochod_bud_pra,eurogrid_0250_4,kod_pocztowy,nazwa_miejsc,kod_miejsc,nazwa_cz_miejsc,kod_cz_miejsc,kod_gminy,kod_gminy_distr,nazwa_woj,nazwa_pow,nazwa_gmi,segment_gminy,populacja_razem_agr,populacja_lokale_agr,Dzieci_agr,Niepelnoletni_agr,Dorosli_agr,Emeryci_agr,populacja_k_razem_agr,populacja_m_razem_agr,msw_2012_popul_razem_agr,msw_2013_popul_razem_agr,msw_2014_popul_razem_agr,msw_2015_popul_razem_agr,msw_2016_popul_razem_agr,budynki_mieszkalne_agr,budynki_all_agr,ceidg_aktywne_agr,dochod_bud_pra_agr,dochod_pop_agr,grid_x,Bank_agr,Bankomat_agr,Centra Handlowe_agr,Fast Food_agr,Hazard_agr,Hotel_agr,Kociół_agr,Przedszkola i punkty przedszkolne_agr,Przystanek autobusowy_agr,Przystanek tramwajowy_agr,Restauracja_agr,Rozrywka Inne_agr,Rozrywka Sport_agr,Sklep_agr,Szkoły podstawowe_agr,Usługi Medyczne_agr,Warsztat samochodowy_agr,Wypożyczalnia Rowerów_agr,Zakład Karny_agr,grid_y,Bank,Bankomat,Centra Handlowe,Fast Food,Hazard,Hotel,Kociół,Przedszkola i punkty przedszkolne,Przystanek autobusowy,Przystanek tramwajowy,Restauracja,Rozrywka Inne,Rozrywka Sport,Sklep,Szkoły podstawowe,Usługi Medyczne,Warsztat samochodowy,Wypożyczalnia Rowerów,Zakład Karny,grid,eurogrid_0250,dist,populacja_razem_suma,populacja_lokale_suma,populacja_k_razem_suma,populacja_m_razem_suma,msw_2012_popul_razem_suma,msw_2013_popul_razem_suma,msw_2014_popul_razem_suma,msw_2015_popul_razem_suma,msw_2016_popul_razem_suma,budynki_all_suma,budynki_mieszkalne_suma,ceidg_aktywne_suma,dochod_bud_pra_suma,Bank_suma,Bankomat_suma,Centra Handlowe_suma,Fast Food_suma,Hazard_suma,Hotel_suma,Kociół_suma,Przedszkola i punkty przedszkolne_suma,Przystanek autobusowy_suma,Przystanek tramwajowy_suma,Restauracja_suma,Rozrywka Inne_suma,Rozrywka Sport_suma,Sklep_suma,Szkoły podstawowe_suma,Usługi Medyczne_suma,Warsztat samochodowy_suma,Wypożyczalnia Rowerów_suma,Zakład Karny_suma,przystanki,stosunek_dzieci
3334,1kmN3044E5029_21,104,36,54,50,4,5,5,4,7,12,13,6,2,10,11,5,8,7,2,3,31,32,32,34,35,103,104,105,105,105,14,6,1kmN3044E5029_21,33,29,24,15,7,0,0,0,0,0,0,5,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,1,1,7,1kmN3044E5029_21,4716,1kmN3044E5029_21,30-002,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,832,288,72,72,592,96,432,400,824,832,840,840,840,48,112,120,37728,3923712,1kmN3044E5029_21,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,14.0,0.0,4.0,4.0,0.0,1.0,10.0,1.0,0.0,0.0,1kmN3044E5029_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1kmN3044E5029_21,1kmN3044E5029_21,1844.809712332609,936,324,486,450,927,936,945,945,945,126,54,135,42444,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,14.0,0.0,4.0,4.0,0.0,1.0,10.0,2.0,0.0,0.0,18.0,0.12162162162162163
3336,1kmN3044E5029_23,378,194,190,188,11,8,12,9,41,35,51,25,21,12,20,31,28,19,10,45,164,156,153,159,162,356,338,326,322,315,26,22,1kmN3044E5029_23,4,3,50,33,15,0,0,2,0,0,4,2,2,1,2,2,2,8,1,0,1,6,0,0,0,0,0,4,1,1,2,3,2,3,1,1,1,2,1,2,1,2,2,4,1kmN3044E5029_23,5316,1kmN3044E5029_23,30-006,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,3024,1552,152,168,2112,592,1520,1504,2848,2704,2608,2576,2520,176,208,264,42528,16075584,1kmN3044E5029_23,23.0,28.0,0.0,0.0,4.0,9.0,0.0,5.0,16.0,4.0,1.0,0.0,6.0,18.0,1.0,101.0,1.0,5.0,0.0,1kmN3044E5029_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1kmN3044E5029_23,1kmN3044E5029_23,1663.5908379000596,3402,1746,1710,1692,3204,3042,2934,2898,2835,234,198,297,47844,23.0,28.0,0.0,0.0,4.0,9.0,0.0,5.0,16.0,4.0,1.0,0.0,6.0,18.0,1.0,102.0,1.0,5.0,0.0,20.0,0.07196969696969698
3337,1kmN3044E5029_24,446,205,256,190,17,17,19,32,37,29,54,30,28,23,19,27,39,20,17,38,184,177,171,173,173,424,400,388,388,385,33,27,1kmN3044E5029_24,4,4,62,40,18,0,0,5,0,1,1,3,3,1,2,0,0,11,1,0,3,8,1,0,0,0,1,5,1,3,4,0,2,0,5,3,1,1,5,1,1,0,2,5,1kmN3044E5029_24,5318,1kmN3044E5029_24,30-006,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,3568,1640,272,408,2288,600,2048,1520,3392,3200,3104,3104,3080,216,264,320,42544,18974624,1kmN3044E5029_24,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,11.0,2.0,1.0,0.0,1kmN3044E5029_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1kmN3044E5029_24,1kmN3044E5029_24,1903.063465660109,4014,1845,2304,1710,3816,3600,3492,3492,3465,297,243,360,47862,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,13.0,2.0,1.0,0.0,2.0,0.11888111888111888
3338,1kmN3044E5029_31,908,452,480,428,39,32,26,48,54,90,85,76,85,32,35,47,52,58,37,112,356,357,354,357,366,744,755,753,742,745,50,38,1kmN3044E5029_31,77,73,142,87,47,0,0,8,0,0,4,13,4,5,9,5,1,16,1,0,4,16,0,0,0,0,2,10,7,3,7,5,2,5,3,2,5,2,4,1,3,3,2,21,1kmN3044E5029_31,5393,1kmN3044E5029_31,30-010,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,7264,3616,568,592,4448,1656,3840,3424,5952,6040,6024,5936,5960,304,400,696,43144,39174752,1kmN3044E5029_31,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1kmN3044E5029_31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1kmN3044E5029_31,1kmN3044E5029_31,1991.9436452578384,8172,4068,4320,3852,6696,6795,6777,6678,6705,450,342,783,48537,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,2.0,0.12769784172661872
3339,1kmN3044E5029_32,852,439,471,381,38,29,16,24,53,131,96,62,49,29,35,60,56,55,30,89,348,343,345,359,366,731,716,716,728,710,46,31,1kmN3044E5029_32,110,107,148,91,45,1,0,12,0,0,8,11,1,0,9,3,1,21,3,0,4,14,0,3,0,0,3,11,6,3,4,4,3,1,7,6,4,4,4,3,2,1,2,23,1kmN3044E5029_32,5466,1kmN3044E5029_32,30-010,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,6816,3512,536,320,4568,1392,3768,3048,5848,5728,5728,5824,5680,248,368,728,43728,37256256,1kmN3044E5029_32,3.0,6.0,0.0,0.0,6.0,9.0,0.0,5.0,2.0,0.0,3.0,0.0,1.0,15.0,0.0,64.0,0.0,0.0,0.0,1kmN3044E5029_32,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1kmN3044E5029_32,1kmN3044E5029_32,1764.530074995411,7668,3951,4239,3429,6579,6444,6444,6552,6390,414,279,819,49194,3.0,8.0,0.0,0.0,6.0,9.0,0.0,5.0,2.0,0.0,3.0,0.0,2.0,17.0,0.0,66.0,0.0,1.0,0.0,2.0,0.11733800350262696
3340,1kmN3044E5029_33,1225,627,780,445,26,24,18,38,119,171,162,63,44,62,68,65,88,41,46,190,498,486,484,488,488,1013,983,968,967,948,46,36,1kmN3044E5029_33,63,57,154,78,68,0,0,6,0,0,4,9,3,4,4,4,1,16,2,0,7,11,2,5,0,0,4,11,5,9,8,1,4,1,3,2,2,4,2,1,2,5,1,13,1kmN3044E5029_33,5457,1kmN3044E5029_33,30-011,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,9800,5016,400,448,6736,2216,6240,3560,8104,7864,7744,7736,7584,288,368,624,43656,53478600,1kmN3044E5029_33,5.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,11.0,2.0,20.0,0.0,1.0,0.0,1kmN3044E5029_33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5029_33,1kmN3044E5029_33,1894.0587962786826,11025,5643,7020,4005,9117,8847,8712,8703,8532,414,324,702,49113,5.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,3.0,13.0,2.0,20.0,0.0,1.0,0.0,4.0,0.05938242280285035
3341,1kmN3044E5029_34,139,82,80,59,12,8,7,1,13,14,19,19,11,1,6,5,4,6,1,12,40,55,60,71,76,73,100,110,124,133,14,6,1kmN3044E5029_34,31,21,52,37,13,0,0,3,0,0,0,2,0,0,5,0,2,16,3,0,1,4,0,1,0,0,1,3,2,5,1,1,1,2,1,5,3,2,0,1,0,0,0,9,1kmN3044E5029_34,5793,1kmN3044E5029_34,30-011,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,1112,656,160,64,736,152,640,472,584,800,880,992,1064,48,112,296,46344,6441816,1kmN3044E5029_34,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,8.0,1.0,5.0,1.0,1.0,0.0,1kmN3044E5029_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5029_34,1kmN3044E5029_34,2107.579073877375,1251,738,720,531,657,900,990,1116,1197,126,54,333,52137,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,9.0,1.0,5.0,1.0,1.0,0.0,4.0,0.21739130434782608
3342,1kmN3044E5029_41,747,253,383,364,40,24,21,17,33,80,98,45,25,15,56,95,99,55,23,21,241,236,234,238,251,774,756,745,743,749,8,5,1kmN3044E5029_41,9,4,94,52,38,0,0,9,0,0,4,11,6,1,2,3,0,4,0,0,1,4,1,4,0,0,0,5,5,3,3,1,1,3,1,2,2,3,1,3,3,1,2,13,1kmN3044E5029_41,4946,1kmN3044E5029_41,31-261,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,5976,2024,512,304,4368,792,3064,2912,6192,6048,5960,5944,5992,40,64,416,39568,29557296,1kmN3044E5029_41,1.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,18.0,0.0,1.0,0.0,1kmN3044E5029_41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5029_41,1kmN3044E5029_41,2461.246114365839,6723,2277,3447,3276,6966,6804,6705,6687,6741,72,45,468,44514,2.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,18.0,0.0,1.0,0.0,8.0,0.11721611721611722
3343,1kmN3044E5029_42,27,8,17,10,2,3,0,2,0,4,1,2,4,1,3,0,2,2,0,1,8,8,7,8,8,26,27,26,27,27,2,1,1kmN3044E5029_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kmN3044E5029_42,5387,1kmN3044E5029_42,30-016,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,216,64,40,16,136,24,136,80,208,216,208,216,216,8,16,0,43096,1163592,1kmN3044E5029_42,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1kmN3044E5029_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3044E5029_42,2224.6859251381507,243,72,153,90,234,243,234,243,243,18,9,0,48483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354
3344,1kmN3044E5029_43,14,7,4,10,0,0,0,1,0,0,1,0,1,3,2,0,5,0,1,0,7,7,7,7,7,17,15,14,14,14,5,2,1kmN3044E5029_43,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kmN3044E5029_43,6335,1kmN3044E5029_43,30-002,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,112,56,0,8,96,8,32,80,136,120,112,112,112,16,40,8,50680,709520,1kmN3044E5029_43,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1kmN3044E5029_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3044E5029_43,2328.827005970143,126,63,36,90,153,135,126,126,126,45,18,9,57015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,1kmN3044E5029_44,342,131,180,162,14,14,16,13,5,11,19,26,33,26,13,17,15,29,53,38,135,132,131,128,128,364,355,344,338,336,35,12,1kmN3044E5029_44,38,32,92,54,29,0,0,12,0,0,5,10,4,1,3,3,4,7,0,0,0,0,1,3,0,0,1,6,2,4,2,2,1,2,1,2,3,0,1,1,0,2,3,21,1kmN3044E5029_44,4821,1kmN3044E5029_44,31-261,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,2736,1048,224,232,1320,960,1440,1296,2912,2840,2752,2704,2688,96,280,432,38568,13190256,1kmN3044E5029_44,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,18.0,1.0,1.0,0.0,1kmN3044E5029_44,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1kmN3044E5029_44,1kmN3044E5029_44,2555.796910587595,3078,1179,1620,1458,3276,3195,3096,3042,3024,315,108,486,43389,2.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,19.0,1.0,1.0,0.0,5.0,0.1696969696969697
3346,1kmN3044E5030_11,1253,572,642,611,48,47,26,21,119,118,124,69,134,52,72,112,81,43,23,164,475,465,456,450,454,1128,1106,1067,1033,1019,40,31,1kmN3044E5030_11,15,9,84,47,27,1,0,4,0,0,3,6,4,3,5,1,0,11,5,0,1,2,1,0,0,0,2,2,3,2,4,4,2,0,6,1,2,2,1,2,1,0,0,13,1kmN3044E5030_11,5056,1kmN3044E5030_11,31-413,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,10024,4576,760,376,7048,1840,5136,4888,9024,8848,8536,8264,8152,248,320,376,40448,50681344,1kmN3044E5030_11,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1kmN3044E5030_11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1kmN3044E5030_11,1kmN3044E5030_11,2428.3034349678237,11277,5148,5778,5499,10152,9954,9603,9297,9171,360,279,423,45504,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.10783200908059024
3347,1kmN3044E5030_12,34,14,13,21,2,1,2,0,0,2,11,0,2,2,1,1,1,1,4,4,9,10,10,10,10,23,24,25,26,26,5,1,1kmN3044E5030_12,3,2,16,12,2,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7,1kmN3044E5030_12,4952,1kmN3044E5030_12,31-435,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,272,112,24,16,160,72,104,168,184,192,200,208,208,8,40,96,39616,1346944,1kmN3044E5030_12,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1kmN3044E5030_12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5030_12,1kmN3044E5030_12,2188.3975151280147,306,126,117,189,207,216,225,234,234,45,9,108,44568,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15
3348,1kmN3044E5030_13,560,260,330,230,20,15,16,27,18,60,56,45,19,29,35,45,42,39,16,78,243,236,234,232,231,546,537,529,523,505,49,46,1kmN3044E5030_13,10,7,45,22,17,0,0,1,0,0,3,1,1,2,2,1,1,4,1,0,0,3,1,1,0,0,0,0,4,0,2,1,3,2,0,1,0,0,1,1,1,0,1,5,1kmN3044E5030_13,5057,1kmN3044E5030_13,31-425,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,4480,2080,280,344,2792,1064,2640,1840,4368,4296,4232,4184,4040,368,392,176,40456,22655360,1kmN3044E5030_13,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,1.0,0.0,1kmN3044E5030_13,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5030_13,1kmN3044E5030_13,2120.4053006421336,5040,2340,2970,2070,4914,4833,4761,4707,4545,441,414,198,45513,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,1.0,0.0,1.0,0.10028653295128939
3349,1kmN3044E5030_14,116,68,54,62,2,1,1,15,13,8,3,8,6,6,9,6,5,5,2,26,56,57,57,57,56,95,97,95,95,92,13,9,1kmN3044E5030_14,1,1,11,7,4,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1kmN3044E5030_14,5323,1kmN3044E5030_14,31-482,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,928,544,24,128,512,264,432,496,760,776,760,760,736,72,104,56,42584,4939744,1kmN3044E5030_14,2.0,3.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,3.0,1.0,6.0,1.0,1.0,0.0,1kmN3044E5030_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3044E5030_14,2367.244377010357,1044,612,486,558,855,873,855,855,828,117,81,63,47907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875
3352,1kmN3044E5030_23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,8,8,9,1,1,7,3,1kmN3044E5030_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kmN3044E5030_23,5175,1kmN3044E5030_23,31-236,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,8,8,0,0,8,0,0,8,64,64,72,8,8,24,56,0,41400,41400,1kmN3044E5030_23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1kmN3044E5030_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5030_23,1kmN3044E5030_23,1631.5677921606882,9,9,0,9,72,72,81,9,9,63,27,0,46575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
3353,1kmN3044E5030_24,143,63,81,62,8,3,5,2,7,8,21,16,5,2,9,23,6,6,3,19,59,59,58,58,58,130,129,132,134,133,11,4,1kmN3044E5030_24,11,8,16,10,3,2,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,0,1,0,0,1kmN3044E5030_24,4875,1kmN3044E5030_24,31-401,KRAKÓW,950463,KRAKÓW-RÓDMIECIE,951327,1261011,1261059,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-RÓDMIECIE,A1,1144,504,88,56,776,224,648,496,1040,1032,1056,1072,1064,32,88,80,39000,5577000,1kmN3044E5030_24,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1kmN3044E5030_24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5030_24,1kmN3044E5030_24,1874.968937303796,1287,567,729,558,1170,1161,1188,1206,1197,99,36,90,43875,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.1134020618556701
